product_image_link,product_name,product_url,product_price
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b4c4d7b98167.jpg",Omar,https://www.glassesshop.com/eyeglasses/fm1271?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201710/59e01c51ef38a.jpg",Mandy,https://www.glassesshop.com/eyeglasses/fz1089?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3dcff30c19c.jpg",Dove,https://www.glassesshop.com/eyeglasses/fp1727?page=2,$34.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d2d2660a22b3.jpg",Bobosa,https://www.glassesshop.com/eyeglasses/fz1375?page=2,$12.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201807/5b3dd02194eeb.jpg",Grover,https://www.glassesshop.com/eyeglasses/fp1730?page=2,$34.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202103/60470d5444a79.jpg",Grace,https://www.glassesshop.com/eyeglasses/fz1591?page=2,$8.99
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202010/5f9624a245c0e.jpg",Jean,https://www.glassesshop.com/eyeglasses/fp1718?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5ec744a8c80b0.jpg",Astrid,https://www.glassesshop.com/eyeglasses/fp1500?page=2,$12.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201908/5d4d180867511.jpg",Dubois,https://www.glassesshop.com/eyeglasses/ft0326?page=2,$49.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202111/617fad8a1d1d2.jpg",Woolf,https://www.glassesshop.com/eyeglasses/fp2491?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201712/5a2f93753d9d9.jpg",Joyce,https://www.glassesshop.com/eyeglasses/fp1505?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201911/5dbfecc57f5b9.jpg",Plains,https://www.glassesshop.com/eyeglasses/fp2026?page=2,$24.95
